Pos,ID,Name,BV,SV,Team,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,4_goals,5_goals,6_goals,7_goals,8_goals,9_goals,10_goals,11_goals,12_goals,13_goals,14_goals,15_goals,4_assists,5_assists,6_assists,7_assists,8_assists,9_assists,10_assists,11_assists,12_assists,13_assists,14_assists,15_assists,4_CS,5_CS,6_CS,7_CS,8_CS,9_CS,10_CS,11_CS,12_CS,13_CS,14_CS,15_CS,4_bonus,5_bonus,6_bonus,7_bonus,8_bonus,9_bonus,10_bonus,11_bonus,12_bonus,13_bonus,14_bonus,15_bonus,4_cbit,5_cbit,6_cbit,7_cbit,8_cbit,9_cbit,10_cbit,11_cbit,12_cbit,13_cbit,14_cbit,15_cbit,4_eo,5_eo,6_eo,7_eo,8_eo,9_eo,10_eo,11_eo,12_eo,13_eo,14_eo,15_eo
G,34,Gauci,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,36,Cash,4.5,4.5,Aston Villa,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.11,3.75,3.64,4.40,2.99,2.65,2.20,3.64,3.44,3.83,2.91,2.85,0.04,0.06,0.06,0.07,0.05,0.05,0.03,0.06,0.05,0.06,0.05,0.04,0.11,0.13,0.13,0.18,0.12,0.11,0.09,0.14,0.13,0.16,0.11,0.10,0.23,0.34,0.31,0.43,0.18,0.17,0.11,0.27,0.28,0.35,0.19,0.19,0.10,0.13,0.14,0.19,0.07,0.09,0.02,0.17,0.13,0.11,0.06,0.04,14,7,8,2,22,10,22,17,11,3,16,18,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.02,0.01,0.01
D,37,Digne,4.5,4.5,Aston Villa,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,2.37,2.86,2.68,3.31,2.21,1.97,1.81,2.69,2.58,3.06,2.12,2.14,0.02,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.09,0.11,0.11,0.14,0.09,0.09,0.07,0.11,0.10,0.13,0.09,0.08,0.17,0.24,0.22,0.30,0.13,0.12,0.08,0.19,0.20,0.25,0.14,0.14,0.17,0.25,0.17,0.28,0.10,0.10,0.05,0.19,0.20,0.27,0.12,0.09,6,3,2,1,9,2,15,7,2,5,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,38,Konsa,4.5,4.5,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.11,3.55,3.35,4.15,2.66,2.28,2.13,3.25,3.13,3.92,2.77,2.57,0.03,0.04,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.23,0.35,0.32,0.44,0.18,0.16,0.10,0.27,0.28,0.36,0.19,0.19,0.21,0.29,0.18,0.29,0.09,0.07,0.04,0.24,0.19,0.28,0.13,0.08,18,2,5,2,18,5,26,9,4,13,18,13,0.05,0.07,0.05,0.07,0.02,0.03,0.01,0.04,0.03,0.06,0.02,0.02
D,39,Maatsen,4.4,4.4,Aston Villa,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,1.83,2.13,2.07,2.46,1.73,1.56,1.47,2.07,1.96,2.26,1.69,1.67,0.02,0.03,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.06,0.07,0.07,0.10,0.06,0.06,0.05,0.07,0.07,0.08,0.06,0.05,0.11,0.16,0.15,0.20,0.09,0.08,0.05,0.13,0.13,0.16,0.09,0.09,0.04,0.05,0.07,0.09,0.03,0.02,0.02,0.08,0.05,0.07,0.03,0.02,5,3,2,1,7,2,12,5,2,4,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,40,Mings,4.5,4.5,Aston Villa,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,2.88,3.16,3.09,3.73,2.48,2.15,2.00,2.94,2.80,3.56,2.53,2.33,0.03,0.04,0.04,0.05,0.03,0.03,0.02,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.20,0.30,0.27,0.38,0.16,0.15,0.09,0.24,0.24,0.31,0.17,0.17,0.31,0.37,0.35,0.45,0.18,0.21,0.10,0.31,0.27,0.41,0.18,0.13,20,3,7,2,20,7,27,12,5,15,20,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,41,Pau,4.4,4.4,Aston Villa,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,0.91,0.98,0.96,1.12,0.84,0.75,0.74,0.94,0.90,1.08,0.86,0.81,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.05,0.07,0.07,0.09,0.04,0.03,0.02,0.06,0.06,0.08,0.04,0.04,0.03,0.04,0.02,0.04,0.02,0.01,0.01,0.03,0.02,0.05,0.02,0.01,5,1,2,0,5,1,7,3,1,4,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,43,Alex Moreno,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.35,0.38,0.37,0.41,0.34,0.31,0.31,0.36,0.35,0.40,0.34,0.32,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1,0,1,0,1,0,2,1,0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,45,Sousa,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,46,Yasin,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,47,Rogers,7.0,7.0,Aston Villa,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,3.64,4.23,4.19,4.88,3.64,3.63,3.20,4.20,3.98,4.45,3.57,3.28,0.18,0.23,0.23,0.29,0.19,0.19,0.15,0.24,0.21,0.25,0.18,0.15,0.17,0.22,0.22,0.29,0.19,0.18,0.15,0.23,0.20,0.24,0.18,0.15,0.25,0.37,0.34,0.46,0.20,0.18,0.12,0.29,0.30,0.38,0.21,0.21,0.25,0.37,0.37,0.42,0.21,0.29,0.18,0.35,0.32,0.38,0.23,0.21,3,1,0,0,3,0,3,1,1,1,1,0,0.13,0.16,0.15,0.17,0.07,0.05,0.02,0.03,0.03,0.04,0.02,0.01
M,48,Tielemans,5.9,5.9,Aston Villa,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,3.92,4.31,4.17,4.43,4.20,3.55,3.62,4.34,3.99,4.39,3.84,3.73,0.09,0.12,0.12,0.15,0.10,0.09,0.08,0.13,0.11,0.13,0.09,0.08,0.11,0.14,0.14,0.19,0.12,0.12,0.09,0.15,0.13,0.16,0.12,0.09,0.24,0.35,0.32,0.45,0.19,0.17,0.11,0.28,0.29,0.37,0.20,0.20,0.35,0.40,0.42,0.56,0.34,0.35,0.24,0.43,0.51,0.46,0.47,0.30,37,37,30,15,51,20,41,37,22,30,27,39,0.28,0.31,0.30,0.33,0.30,0.24,0.19,0.25,0.25,0.26,0.22,0.18
M,49,Bailey,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,50,Buendía,5.3,5.3,Aston Villa,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,1.04,1.15,1.13,1.31,1.03,1.02,0.93,1.14,1.08,1.21,1.02,0.94,0.05,0.06,0.06,0.08,0.05,0.05,0.04,0.06,0.05,0.07,0.05,0.04,0.03,0.04,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.06,0.06,0.08,0.04,0.03,0.02,0.05,0.05,0.06,0.04,0.04,0.06,0.08,0.07,0.10,0.05,0.06,0.04,0.06,0.06,0.09,0.05,0.04,1,0,0,0,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,51,Iling Jr,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,52,J.Ramsey,5.4,5.4,Newcastle,0.00,0.00,12.60,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,0.00,0.00,0.56,1.94,1.73,1.90,1.87,1.84,1.76,1.73,1.92,2.22,0.00,0.00,0.02,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.00,0.00,0.02,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.09,0.11,0.00,0.00,0.03,0.10,0.07,0.10,0.09,0.08,0.06,0.08,0.08,0.13,0.00,0.00,0.03,0.13,0.11,0.12,0.13,0.14,0.14,0.10,0.12,0.19,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,53,Malen,5.3,5.3,Aston Villa,48.00,39.60,39.60,39.60,39.60,39.60,48.00,39.60,39.60,39.60,39.60,39.60,2.54,2.40,2.36,2.76,2.15,2.06,2.26,2.44,2.25,2.53,2.11,1.95,0.13,0.14,0.14,0.18,0.11,0.11,0.11,0.14,0.13,0.15,0.11,0.09,0.09,0.09,0.09,0.11,0.08,0.07,0.07,0.09,0.08,0.10,0.07,0.06,0.15,0.15,0.13,0.18,0.08,0.08,0.07,0.12,0.12,0.15,0.09,0.09,0.21,0.23,0.21,0.29,0.17,0.14,0.14,0.23,0.18,0.25,0.17,0.11,1,0,1,0,2,1,2,2,1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,54,McGinn,5.5,5.5,Aston Villa,73.50,53.10,53.10,53.10,53.10,53.10,61.95,53.10,53.10,53.10,53.10,53.10,2.94,2.42,2.40,2.75,2.23,2.15,2.34,2.44,2.32,2.56,2.14,2.06,0.10,0.10,0.10,0.12,0.08,0.08,0.07,0.10,0.08,0.11,0.07,0.06,0.11,0.10,0.10,0.13,0.08,0.08,0.08,0.11,0.10,0.11,0.08,0.07,0.26,0.22,0.21,0.28,0.13,0.12,0.10,0.18,0.19,0.23,0.13,0.13,0.15,0.14,0.16,0.22,0.12,0.13,0.09,0.15,0.17,0.20,0.13,0.09,4,2,1,0,5,2,7,2,1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,55,Barkley,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,56,Barrenechea,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,0.00,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,0.00,2.30,2.20,2.20,2.37,1.92,2.08,2.31,2.04,2.28,2.02,2.13,0.00,0.02,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.03,0.02,0.01,0.00,0.04,0.04,0.06,0.04,0.04,0.03,0.05,0.04,0.05,0.04,0.03,0.00,0.27,0.25,0.34,0.15,0.14,0.09,0.22,0.22,0.28,0.16,0.16,0.00,0.04,0.05,0.08,0.08,0.04,0.03,0.06,0.03,0.05,0.04,0.04,0,20,16,6,29,9,23,20,10,16,13,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,5.0,5.0,Aston Villa,0.00,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,0.00,1.48,1.45,1.51,1.43,1.29,1.29,1.47,1.37,1.50,1.34,1.32,0.00,0.04,0.04,0.05,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.03,0.00,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.00,0.10,0.09,0.13,0.06,0.05,0.03,0.08,0.08,0.10,0.06,0.06,0.00,0.07,0.08,0.09,0.04,0.05,0.03,0.07,0.07,0.08,0.07,0.04,0,7,5,2,10,3,8,7,3,5,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,60,Broggio,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,61,Dendoncker,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,64,Watkins,8.9,8.9,Aston Villa,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.26,4.93,4.90,5.78,4.40,4.29,3.81,4.99,4.73,5.33,4.25,3.92,0.36,0.46,0.46,0.61,0.39,0.38,0.31,0.49,0.43,0.52,0.37,0.31,0.13,0.16,0.16,0.21,0.14,0.13,0.11,0.17,0.15,0.19,0.13,0.11,0.26,0.37,0.34,0.46,0.20,0.19,0.12,0.30,0.30,0.38,0.21,0.21,0.58,0.77,0.74,0.89,0.60,0.55,0.44,0.70,0.73,0.87,0.54,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.51,0.50,0.58,0.50,0.47,0.24,0.28,0.29,0.35,0.30,0.14
F,65,Redmond,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.00,3.05,2.93,3.31,2.82,3.35,1.91,2.46,3.52,3.26,3.37,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.26,0.30,0.24,0.30,0.10,0.18,0.35,0.33,0.31,0.19,0.12,0.11,0.12,0.09,0.09,0.14,0.03,0.12,0.15,0.12,0.18,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.04,0.03
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
