Pos,ID,Name,BV,SV,Team,36_xMins,37_xMins,38_xMins,36_Pts,37_Pts,38_Pts
G,1,Raya,6.1,6.1,Arsenal,89.10,89.10,89.10,3.49,4.12,3.90
G,2,Arrizabalaga,4.0,4.0,Arsenal,1.20,1.20,1.20,0.04,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.2,7.2,Arsenal,85.05,85.05,85.05,4.68,5.83,5.24
D,6,Saliba,6.2,6.2,Arsenal,85.05,85.05,85.05,3.70,4.61,4.25
D,7,Calafiori,5.6,5.6,Arsenal,63.15,63.15,63.15,3.28,4.23,3.57
D,8,J.Timber,6.0,6.0,Arsenal,0.00,4.95,4.95,0.00,0.33,0.27
D,10,Lewis-Skelly,5.0,5.0,Arsenal,66.60,66.60,66.60,3.11,4.00,3.40
D,11,White,5.1,5.1,Arsenal,76.80,73.20,73.20,3.85,4.63,4.10
D,13,Clarke,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.9,9.9,Arsenal,70.35,70.35,70.35,4.77,6.41,4.65
M,17,Ødegaard,7.8,7.8,Arsenal,63.30,63.30,63.30,3.14,4.01,3.10
M,18,Madueke,6.8,6.8,Arsenal,28.80,28.80,28.80,1.66,2.11,1.61
M,19,Martinelli,6.8,6.8,Arsenal,22.95,22.95,22.95,1.34,1.75,1.32
M,20,Trossard,6.5,6.5,Arsenal,27.00,27.00,27.00,1.57,2.05,1.52
M,21,Rice,7.2,7.2,Arsenal,78.15,78.15,78.15,4.21,5.32,4.20
M,22,Merino,5.3,5.3,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,6.00,6.00,6.00,0.23,0.25,0.23
M,26,Zubimendi,5.0,5.0,Arsenal,26.40,26.40,26.40,1.05,1.22,1.05
M,27,Nelson,4.8,4.8,Brentford,7.50,7.50,7.50,0.35,0.43,0.37
F,30,Havertz,7.3,7.3,Arsenal,37.80,45.15,45.15,1.96,3.05,2.14
F,31,G.Jesus,6.4,6.4,Arsenal,9.75,9.75,9.75,0.55,0.72,0.51
G,32,Martinez,5.1,5.1,Aston Villa,89.10,89.10,89.10,3.76,2.33,2.45
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.04,0.03,0.02
D,36,Cash,4.7,4.7,Aston Villa,82.50,82.50,82.50,4.18,2.53,1.96
D,37,Digne,4.5,4.5,Aston Villa,44.25,44.25,44.25,2.47,1.61,1.31
D,38,Konsa,4.4,4.4,Aston Villa,80.55,80.55,80.55,3.50,2.11,1.67
D,39,Maatsen,4.2,4.2,Aston Villa,53.70,53.70,53.70,2.91,1.89,1.51
D,40,Mings,4.3,4.3,Aston Villa,54.00,54.00,54.00,2.46,1.57,1.27
D,41,Pau,4.3,4.3,Aston Villa,37.50,37.50,37.50,1.69,1.10,0.92
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,15.60,15.60,15.60,0.63,0.51,0.45
M,47,Rogers,7.5,7.5,Aston Villa,87.00,87.00,87.00,4.74,3.80,3.11
M,48,Tielemans,5.9,5.9,Aston Villa,79.80,79.80,79.80,4.10,3.45,3.11
M,49,Bailey,5.5,5.5,Aston Villa,3.75,3.75,3.75,0.23,0.19,0.16
M,50,Buendía,5.3,5.3,Aston Villa,45.00,45.00,45.00,2.98,2.50,2.09
M,52,J.Ramsey,5.3,5.3,Newcastle,21.90,21.90,21.90,0.97,1.03,0.94
M,54,McGinn,5.3,5.3,Aston Villa,75.45,75.45,75.45,3.74,3.09,2.62
M,55,Barkley,4.8,4.8,Aston Villa,54.90,54.90,54.90,2.80,2.35,2.04
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,70.80,70.80,70.80,3.17,2.74,2.62
F,64,Watkins,8.8,8.8,Aston Villa,76.50,76.50,76.50,4.73,3.97,3.23
G,67,Petrović,4.6,4.6,Bournemouth,89.10,89.10,89.10,2.94,2.59,3.39
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.2,5.2,Bournemouth,87.45,87.45,87.45,3.96,3.05,4.15
D,73,Smith,4.4,4.4,Bournemouth,80.40,15.45,15.45,2.63,0.47,0.55
D,74,Truffert,4.7,4.7,Bournemouth,87.45,87.45,87.45,3.42,2.59,3.65
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.2,4.2,Bournemouth,87.45,87.45,87.45,3.98,3.12,4.15
D,80,Soler,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00
M,81,Kluivert,6.9,6.9,Bournemouth,18.00,18.00,18.00,1.10,0.92,1.00
M,82,Semenyo,8.1,8.1,Man City,148.80,74.40,74.40,9.92,4.21,4.66
M,83,O.Dango,5.7,5.7,Brentford,75.45,75.45,75.45,3.18,4.44,3.40
M,84,Tavernier,5.4,5.4,Bournemouth,80.40,80.40,80.40,4.24,3.68,4.07
M,85,Adams,4.9,4.9,Bournemouth,70.80,67.20,67.20,2.60,2.42,2.62
M,86,Brooks,5.0,5.0,Bournemouth,21.45,21.45,21.45,1.11,0.98,1.06
M,87,Christie,4.9,4.9,Bournemouth,34.80,28.20,28.20,1.67,1.25,1.33
M,88,Cook,4.9,4.9,Bournemouth,0.00,9.90,9.90,0.00,0.42,0.44
M,90,Scott,5.0,5.0,Bournemouth,83.25,83.25,83.25,4.01,3.81,4.12
F,97,Evanilson,6.7,6.7,Bournemouth,75.75,75.75,75.75,3.63,3.16,3.38
F,98,Enes Ünal,5.4,5.4,Bournemouth,12.00,12.00,12.00,0.62,0.59,0.63
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,68.40,68.40,68.40,3.70,3.19,3.44
G,101,Kelleher,4.8,4.8,Brentford,89.10,89.10,89.10,2.25,3.60,2.51
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.8,3.8,Brentford,0.90,0.90,0.90,0.02,0.03,0.03
D,106,Collins,4.9,4.9,Brentford,85.05,85.05,85.05,2.24,4.33,3.04
D,107,Lewis-Potter,4.8,4.8,Brentford,77.10,77.10,77.10,2.09,4.38,2.59
D,108,Ajer,4.4,4.4,Brentford,15.45,15.45,15.45,0.48,0.71,0.56
D,109,Henry,4.3,4.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
D,110,Kayode,4.6,4.6,Brentford,85.35,85.35,85.35,1.75,3.99,2.37
D,111,Pinnock,4.2,4.2,Brentford,2.40,2.40,2.40,0.09,0.11,0.10
D,113,Van den Berg,4.5,4.5,Brentford,85.05,85.05,85.05,2.18,4.25,2.97
D,116,Hickey,4.0,4.0,Brentford,9.75,9.75,9.75,0.30,0.42,0.33
M,119,Mbeumo,8.3,8.3,Man Utd,68.10,68.10,68.10,3.93,4.36,3.50
M,120,Schade,6.8,6.8,Brentford,78.45,78.45,78.45,3.22,4.65,3.48
M,121,Damsgaard,5.6,5.6,Brentford,82.20,69.60,69.60,3.50,3.83,3.14
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.6,4.6,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,31.05,56.85,56.85,1.05,2.23,1.97
M,125,Janelt,4.9,4.9,Brentford,38.25,48.45,48.45,1.53,2.31,2.01
M,126,Jensen,4.9,4.9,Brentford,83.25,80.55,80.55,3.03,3.69,3.07
M,129,Yarmoliuk,5.0,5.0,Brentford,83.55,63.30,63.30,3.00,2.56,2.38
M,130,Donovan,4.4,4.4,Brentford,6.00,6.00,6.00,0.26,0.33,0.27
F,135,Wissa,7.3,7.3,Newcastle,16.20,16.20,16.20,0.93,1.04,0.93
F,136,Thiago,7.3,7.3,Brentford,84.15,84.15,84.15,3.76,5.44,4.01
G,138,Steele,4.2,4.2,Brighton,0.90,0.90,0.90,0.04,0.03,0.03
G,139,Verbruggen,4.6,4.6,Brighton,89.10,89.10,89.10,4.01,3.24,3.43
G,140,McGill,3.9,3.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,14.55,14.55,14.55,0.79,0.67,0.61
D,145,De Cuyper,4.3,4.3,Brighton,37.80,15.75,15.75,2.57,0.77,0.75
D,146,Dunk,4.5,4.5,Brighton,76.80,76.80,76.80,3.96,3.05,2.85
D,148,F.Kadıoğlu,4.4,4.4,Brighton,85.35,85.35,85.35,4.69,3.26,3.18
D,149,Igor,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00
D,151,Van Hecke,4.6,4.6,Brighton,87.45,87.45,87.45,4.96,3.98,3.67
D,152,Veltman,4.3,4.3,Brighton,31.95,16.65,16.65,1.70,0.71,0.68
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0.30,0.30,0.30,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,80.40,43.80,43.80,5.16,2.21,2.17
M,158,Georginio,5.6,5.6,Brighton,34.95,21.60,21.60,2.19,1.10,1.08
M,159,March,5.8,5.8,Brighton,3.00,3.00,3.00,0.17,0.16,0.15
M,160,Minteh,5.5,5.5,Brighton,80.70,66.30,66.30,4.92,3.32,3.30
M,163,Hinshelwood,5.1,5.1,Brighton,79.80,79.80,79.80,4.72,3.52,3.47
M,164,O'Riley,5.5,5.5,Brighton,1.50,1.50,1.50,0.10,0.08,0.07
M,166,Ayari,4.8,4.8,Brighton,30.30,30.30,30.30,1.54,1.33,1.31
M,167,Baleba,4.5,4.5,Brighton,27.60,27.60,27.60,1.19,1.04,1.05
M,168,Buonanotte,4.6,4.6,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00
M,169,Gomez,4.9,4.9,Brighton,12.60,71.70,71.70,0.83,3.73,3.79
M,170,Milner,4.9,4.9,Brighton,35.10,35.10,35.10,1.73,1.45,1.45
M,173,Wieffer,4.9,4.9,Brighton,39.90,80.70,80.70,1.92,3.75,3.44
F,178,Welbeck,6.4,6.4,Brighton,75.75,75.75,75.75,5.55,4.28,4.14
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,19.80,19.80,19.80,1.27,1.04,1.02
G,182,Trafford,4.5,4.5,Man City,3.60,1.80,1.80,0.14,0.06,0.07
G,183,Weiss,4.2,4.2,Burnley,0.90,0.90,0.90,0.03,0.02,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.3,4.3,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,74.10,74.10,74.10,1.89,1.10,2.74
D,190,Ekdal,3.8,3.8,Burnley,45.75,45.75,45.75,1.65,1.28,2.13
D,191,Estève,3.9,3.9,Burnley,87.45,87.45,87.45,2.95,2.20,3.93
D,192,Hartman,4.0,4.0,Burnley,71.40,71.40,71.40,2.40,1.65,3.30
D,193,Humphreys,3.9,3.9,Burnley,85.20,85.20,85.20,2.52,1.74,3.49
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,14.25,14.25,14.25,0.48,0.36,0.61
D,198,Tuanzebe,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
D,199,Worrall,3.8,3.8,Burnley,13.95,13.95,13.95,0.52,0.46,0.61
M,200,Anthony,5.0,5.0,Burnley,80.40,80.40,80.40,3.58,2.84,4.33
M,202,Bruun Larsen,5.2,5.2,Burnley,9.60,9.60,9.60,0.41,0.36,0.46
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,30.60,30.60,30.60,1.35,1.14,1.57
M,207,Hannibal,4.7,4.7,Burnley,51.45,51.45,51.45,1.88,1.54,2.10
M,209,Laurent,4.8,4.8,Burnley,70.35,70.35,70.35,2.15,1.86,2.31
M,210,Tchaouna,4.8,4.8,Burnley,46.50,46.50,46.50,1.85,1.56,2.16
M,214,Trésor,4.3,4.3,Burnley,5.70,5.70,5.70,0.22,0.22,0.24
F,215,Flemming,5.3,5.3,Burnley,81.90,81.90,81.90,3.51,2.85,4.12
F,216,Amdouni,4.8,4.8,Burnley,6.00,6.00,6.00,0.29,0.25,0.33
F,217,Foster,4.9,4.9,Burnley,22.05,22.05,22.05,0.94,0.83,1.10
F,218,Barnes,4.2,4.2,Burnley,1.50,1.50,1.50,0.07,0.06,0.07
G,220,Sánchez,4.8,4.8,Chelsea,0.00,81.00,81.00,0.00,3.15,3.26
G,221,Jörgensen,4.3,4.3,Chelsea,89.10,9.00,9.00,2.38,0.33,0.35
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,74.40,74.40,74.40,2.25,3.36,3.39
D,225,James,5.6,5.6,Chelsea,35.25,35.25,35.25,1.29,1.82,1.79
D,226,Chalobah,5.4,5.4,Chelsea,85.95,85.95,85.95,2.83,4.00,4.12
D,227,Colwill,4.7,4.7,Chelsea,39.30,39.30,39.30,1.15,1.62,1.66
D,228,Gusto,4.8,4.8,Chelsea,70.35,64.20,64.20,2.49,3.46,3.46
D,229,B.Badiashile,4.4,4.4,Chelsea,11.25,11.25,11.25,0.45,0.54,0.55
D,230,Fofana,4.4,4.4,Chelsea,16.65,16.65,16.65,0.64,0.77,0.77
D,231,M.Sarr,4.5,4.5,Chelsea,11.10,11.10,11.10,0.41,0.50,0.51
D,232,Tosin,4.0,4.0,Chelsea,15.75,15.75,15.75,0.61,0.67,0.71
D,233,Acheampong,3.7,3.7,Chelsea,11.25,11.25,11.25,0.43,0.54,0.54
M,235,Palmer,10.3,10.3,Chelsea,80.40,80.40,80.40,4.33,5.27,4.81
M,236,Neto,7.0,7.0,Chelsea,25.80,72.45,72.45,1.22,3.97,3.65
M,237,Enzo,6.5,6.5,Chelsea,81.90,81.90,81.90,3.69,4.44,4.13
M,238,Estêvão,6.4,6.4,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
M,239,Gittens,6.0,6.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
M,241,Caicedo,5.7,5.7,Chelsea,84.90,84.90,84.90,3.27,3.54,3.34
M,242,Dewsbury-Hall,5.2,5.2,Everton,83.85,83.85,83.85,4.09,4.52,3.89
M,243,George,4.8,4.8,Everton,13.20,13.20,13.20,0.61,0.67,0.57
M,244,Lavia,4.9,4.9,Chelsea,54.45,25.05,25.05,1.86,0.94,0.91
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.4,4.4,Chelsea,40.80,40.80,40.80,1.61,1.82,1.73
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.5,7.5,Chelsea,77.85,77.85,77.85,3.77,4.80,4.33
F,250,Delap,6.2,6.2,Chelsea,72.15,26.55,26.55,3.25,1.53,1.43
F,252,Marc Guiu,4.0,4.0,Chelsea,1.50,1.50,1.50,0.08,0.09,0.08
G,253,Henderson,5.1,5.1,Crystal Palace,176.40,88.20,88.20,5.42,2.48,2.88
G,254,Benitez,3.9,3.9,Crystal Palace,3.60,1.80,1.80,0.10,0.05,0.06
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.9,5.9,Crystal Palace,166.50,86.10,86.10,6.43,3.15,3.04
D,257,Lacroix,5.2,5.2,Crystal Palace,169.05,86.10,86.10,6.72,3.53,3.57
D,258,Mitchell,5.0,5.0,Crystal Palace,155.55,82.95,82.95,5.03,2.61,2.70
D,259,Sosa,4.8,4.8,Crystal Palace,18.60,9.30,9.30,0.76,0.38,0.37
D,260,Guéhi,5.1,5.1,Man City,162.60,81.30,81.30,8.85,3.86,4.24
D,261,Richards,4.4,4.4,Crystal Palace,150.15,79.95,79.95,5.60,3.02,3.07
D,262,Chadi Riad,4.0,4.0,Crystal Palace,56.55,18.15,18.15,1.76,0.67,0.67
D,263,Clyne,3.8,3.8,Crystal Palace,4.50,2.25,2.25,0.18,0.09,0.09
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.3,7.3,Arsenal,61.65,61.65,61.65,3.61,4.72,3.46
M,267,Sarr,6.4,6.4,Crystal Palace,128.25,60.75,60.75,5.86,2.82,2.50
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,117.30,58.65,58.65,3.74,1.89,1.78
M,271,Kamada,5.0,5.0,Crystal Palace,87.60,43.80,43.80,3.33,1.68,1.54
M,272,Lerma,4.9,4.9,Crystal Palace,119.70,59.85,59.85,4.40,2.21,2.03
M,273,Wharton,5.0,5.0,Crystal Palace,113.10,56.55,56.55,4.54,2.30,2.07
M,274,Agbinone,4.3,4.3,Crystal Palace,0.60,0.30,0.30,0.03,0.01,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,18.30,9.15,9.15,0.83,0.41,0.39
M,281,Rodney,4.4,4.4,Crystal Palace,0.60,0.30,0.30,0.02,0.01,0.01
F,283,Mateta,7.6,7.6,Crystal Palace,72.90,36.45,36.45,3.68,1.93,1.66
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.60,0.30,0.30,0.03,0.02,0.01
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,3.38,3.76,3.27
G,288,Travers,4.2,4.2,Everton,0.90,0.90,0.90,0.03,0.04,0.03
D,290,Branthwaite,5.3,5.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,4.53,4.75,4.06
D,292,Mykolenko,4.9,4.9,Everton,85.20,85.20,85.20,3.73,4.10,3.36
D,293,O'Brien,4.9,4.9,Everton,85.95,85.95,85.95,3.39,3.77,3.04
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,0.09,0.09,0.09
D,295,Keane,4.5,4.5,Everton,86.70,86.70,86.70,4.65,4.84,4.19
D,296,Patterson,4.4,4.4,Everton,5.25,5.25,5.25,0.22,0.24,0.20
D,298,Welch,3.8,3.8,Everton,0.00,0.00,0.00,0.00,0.00,0.00
M,299,Ndiaye,6.2,6.2,Everton,83.25,83.25,83.25,4.71,5.18,4.52
M,300,McNeil,5.5,5.5,Everton,69.75,69.75,69.75,3.18,3.45,3.06
M,301,Alcaraz,5.2,5.2,Everton,12.45,12.45,12.45,0.60,0.65,0.54
M,302,Gana,5.4,5.4,Everton,27.00,81.30,81.30,0.98,3.04,2.90
M,303,Garner,5.2,5.2,Everton,87.00,87.00,87.00,4.34,4.56,4.31
M,304,Iroegbunam,4.8,4.8,Everton,69.60,18.30,18.30,2.60,0.67,0.67
M,305,Armstrong,4.5,4.5,Everton,19.65,19.65,19.65,0.84,0.90,0.80
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,27.90,27.90,27.90,1.46,1.58,1.37
F,311,Beto,5.0,5.0,Everton,71.70,71.70,71.70,3.60,3.98,3.34
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,2.79,3.12,3.19
D,316,Robinson,4.9,4.9,Fulham,85.05,34.05,34.05,3.51,1.65,1.54
D,317,Andersen,4.5,4.5,Fulham,85.05,85.05,85.05,3.58,4.05,3.74
D,318,Bassey,4.4,4.4,Fulham,81.00,81.00,81.00,2.78,3.22,2.96
D,319,Castagne,4.3,4.3,Fulham,26.10,26.10,26.10,1.06,1.18,1.09
D,320,Diop,4.3,4.3,Fulham,7.05,7.05,7.05,0.28,0.30,0.29
D,321,J.Cuenca,4.3,4.3,Fulham,23.55,11.25,11.25,1.07,0.54,0.52
D,322,Tete,4.5,4.5,Fulham,70.20,70.20,70.20,2.81,3.23,2.99
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,0.06,0.06,0.06
M,324,Iwobi,6.2,6.2,Fulham,0.00,61.35,61.35,0.00,2.83,2.61
M,325,Smith Rowe,5.6,5.6,Fulham,64.80,64.80,64.80,3.16,3.45,3.18
M,326,Adama,5.1,5.1,West Ham,21.45,21.45,21.45,0.89,1.02,0.96
M,328,Sessegnon,5.4,5.4,Fulham,0.00,61.20,61.20,0.00,2.76,2.62
M,329,Wilson,5.9,5.9,Fulham,74.40,74.40,74.40,4.24,4.56,4.23
M,330,Berge,4.9,4.9,Fulham,66.00,79.80,79.80,2.20,2.75,2.68
M,331,Cairney,4.8,4.8,Fulham,52.80,13.20,13.20,2.10,0.57,0.54
M,332,Lukić,4.9,4.9,Fulham,77.10,40.80,40.80,3.00,1.67,1.59
M,335,King,4.4,4.4,Fulham,42.00,42.00,42.00,1.97,2.07,1.95
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,0.06,0.06,0.06
F,337,Raúl,6.0,6.0,Fulham,65.40,65.40,65.40,3.63,3.82,3.55
F,338,Muniz,5.3,5.3,Fulham,30.00,30.00,30.00,1.58,1.69,1.55
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,4.0,4.0,Leeds United,89.10,89.10,89.10,2.76,2.82,3.11
D,342,Bogle,4.4,4.4,Leeds United,82.50,82.50,82.50,2.75,2.95,3.11
D,343,Struijk,4.3,4.3,Leeds United,76.50,86.85,86.85,2.97,3.41,3.59
D,344,Bijol,3.9,3.9,Leeds United,84.45,30.75,30.75,3.48,1.33,1.37
D,345,Bornauw,3.8,3.8,Leeds United,3.00,3.00,3.00,0.10,0.11,0.11
D,346,Byram,3.7,3.7,Leeds United,1.50,1.50,1.50,0.05,0.05,0.05
D,347,Gudmundsson,3.8,3.8,Leeds United,0.00,79.50,79.50,0.00,2.94,3.08
D,348,Rodon,3.9,3.9,Leeds United,86.85,86.85,86.85,3.21,3.20,3.43
M,350,Aaronson,5.4,5.4,Leeds United,83.25,75.75,69.75,3.58,3.60,3.26
M,351,Gnonto,5.1,5.1,Leeds United,9.15,9.15,9.15,0.41,0.47,0.42
M,353,James,5.2,5.2,Leeds United,12.15,12.15,12.15,0.59,0.64,0.65
M,354,Ampadu,4.9,4.9,Leeds United,86.70,86.70,86.70,3.44,3.25,3.23
M,356,Gruev,4.7,4.7,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00
M,358,Tanaka,4.8,4.8,Leeds United,83.25,83.25,58.80,3.51,3.60,2.51
