,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
50,FPLrookie1,1481.0,1484.78,1443.97,1423.87,-0.71,164429,12342,13409,13975,49.2%
51,FplBudget,1528.0,1421.58,1429.79,1419.38,71.97,46457,118995,30885,17974,89.8%
52,FF_Vader,1501.0,1456.21,1454.22,1431.51,21.73,100233,39806,6254,8472,64.2%
53,alasdairtweets,1578.0,1502.46,1477.79,1458.98,66.92,7500,5520,1205,1337,87.7%
54,fpl_analytic,1385.0,1334.56,1390.83,1378.97,-16.99,858706,786570,150813,117204,38.7%
55,stephendeyoung,1417.0,1371.8,1375.14,1351.31,18.81,551510,385583,259647,298425,62.3%
56,James_Ingram15,1446.0,1461.75,1473.13,1459.74,-51.38,336494,33288,1612,1294,20%
57,FPL_Kid,1481.0,1433.89,1405.49,1400.03,36.44,164630,81512,88946,50459,73.4%
58,fpl_jan,1613.0,1556.76,1468.54,1440.58,95.08,1398,79,2218,4217,95.4%
59,FPL_Mezzala,1537.0,1535.12,1496.45,1480.56,1.99,34719,558,224,84,51.2%
60,morstats,1498.0,1460.29,1401.21,1383.8,52.57,106982,35585,107266,98709,81.3%
61,FplOpinion,1444.0,1415.12,1439.52,1438.05,-19.97,351352,139634,17573,5085,37%
62,_NeilFPL,1506.0,1482.1,1464.57,1451.8,8.2,87603,13757,3056,1986,55.4%
63,UnderstandingF8,1437.0,1360.63,1344.15,1324.25,62.42,400028,493505,568781,606002,85.8%
64,EejRoberts,1436.0,1472.45,1473.63,1461.48,-65.4,402835,21273,1570,1184,14.7%
65,FPL_Gents,1479.0,1457.61,1453.82,1438.36,-2.95,172628,38245,6404,4951,47.9%
66,FPLHaggis,1487.0,1457.97,1434.22,1417.07,19.19,142734,37608,24413,21105,62.4%
67,Jumpthewave,1510.0,1494.57,1449.48,1430.15,21.22,79347,7764,9132,9201,63.9%
68,DarraghNoonan,1518.0,1489.08,1453.04,1439.11,26.52,62196,10086,6901,4799,67.3%
69,FPL_Chase,1504.0,1477.32,1482.19,1466.17,-3.49,92183,16906,822,556,47.6%
70,jonwalker88,1449.0,1487.22,1491.55,1481.07,-69.95,317696,10921,325,54,13.4%
71,TomDavies_17,1523.0,1477.01,1459.57,1447.59,29.95,53889,17115,4509,2531,69.5%
72,FodWeTrust,1451.0,1449.9,1466.51,1448.61,-36.6,307953,48971,2574,2387,27.2%
