,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty
283,2128569,29.0,False,False,282,2021-03-20T15:00:00Z,0,False,False,10,,8,,[],2,2
284,2128570,29.0,False,False,283,2021-03-20T15:00:00Z,0,False,False,5,,11,,[],3,5
285,2128571,29.0,False,False,284,2021-03-20T15:00:00Z,0,False,False,20,,12,,[],3,5
286,2128572,29.0,False,False,285,2021-03-20T15:00:00Z,0,False,False,2,,15,,[],2,4
287,2128573,29.0,False,False,286,2021-03-20T15:00:00Z,0,False,False,16,,17,,[],3,4
288,2128574,29.0,False,False,287,2021-03-20T15:00:00Z,0,False,False,7,,18,,[],2,2
289,2128575,29.0,False,False,288,2021-03-20T15:00:00Z,0,False,False,1,,19,,[],3,2
290,2128576,30.0,False,False,289,2021-04-03T14:00:00Z,0,False,False,11,,1,,[],4,4
291,2128577,30.0,False,False,290,2021-04-03T14:00:00Z,0,False,False,8,,2,,[],2,2
292,2128578,30.0,False,False,291,2021-04-03T14:00:00Z,0,False,False,18,,5,,[],2,4
293,2128579,30.0,False,False,292,2021-04-03T14:00:00Z,0,False,False,6,,7,,[],2,3
294,2128580,30.0,False,False,293,2021-04-03T14:00:00Z,0,False,False,15,,10,,[],3,2
295,2128581,30.0,False,False,294,2021-04-03T14:00:00Z,0,False,False,12,,9,,[],4,4
296,2128582,30.0,False,False,295,2021-04-03T14:00:00Z,0,False,False,3,,13,,[],2,4
297,2128583,30.0,False,False,296,2021-04-03T14:00:00Z,0,False,False,17,,14,,[],3,3
298,2128584,30.0,False,False,297,2021-04-03T14:00:00Z,0,False,False,4,,16,,[],3,2
299,2128585,30.0,False,False,298,2021-04-03T14:00:00Z,0,False,False,19,,20,,[],2,3
300,2128586,31.0,False,False,299,2021-04-10T14:00:00Z,0,False,False,7,,3,,[],2,2
301,2128587,31.0,False,False,300,2021-04-10T14:00:00Z,0,False,False,14,,4,,[],2,3
302,2128588,31.0,False,False,301,2021-04-10T14:00:00Z,0,False,False,5,,6,,[],3,2
303,2128589,31.0,False,False,302,2021-04-10T14:00:00Z,0,False,False,20,,8,,[],3,2
304,2128590,31.0,False,False,303,2021-04-10T14:00:00Z,0,False,False,2,,11,,[],2,5
305,2128591,31.0,False,False,304,2021-04-10T14:00:00Z,0,False,False,10,,12,,[],2,5
306,2128592,31.0,False,False,305,2021-04-10T14:00:00Z,0,False,False,1,,15,,[],3,4
307,2128593,31.0,False,False,306,2021-04-10T14:00:00Z,0,False,False,13,,17,,[],4,4
308,2128594,31.0,False,False,307,2021-04-10T14:00:00Z,0,False,False,16,,18,,[],3,2
309,2128595,31.0,False,False,308,2021-04-10T14:00:00Z,0,False,False,9,,19,,[],3,2
310,2128596,32.0,False,False,309,2021-04-17T14:00:00Z,0,False,False,8,,1,,[],2,4
311,2128597,32.0,False,False,310,2021-04-17T14:00:00Z,0,False,False,12,,2,,[],4,2
312,2128598,32.0,False,False,311,2021-04-17T14:00:00Z,0,False,False,3,,5,,[],2,4
313,2128599,32.0,False,False,312,2021-04-17T14:00:00Z,0,False,False,17,,7,,[],3,3
314,2128600,32.0,False,False,313,2021-04-17T14:00:00Z,0,False,False,11,,10,,[],4,2
315,2128601,32.0,False,False,314,2021-04-17T14:00:00Z,0,False,False,18,,9,,[],2,4
316,2128602,32.0,False,False,315,2021-04-17T14:00:00Z,0,False,False,4,,13,,[],3,4
317,2128603,32.0,False,False,316,2021-04-17T14:00:00Z,0,False,False,19,,14,,[],2,3
318,2128604,32.0,False,False,317,2021-04-17T14:00:00Z,0,False,False,6,,16,,[],2,2
319,2128605,32.0,False,False,318,2021-04-17T14:00:00Z,0,False,False,15,,20,,[],3,3
320,2128606,33.0,False,False,319,2021-04-24T14:00:00Z,0,False,False,7,,1,,[],2,4
321,2128607,33.0,False,False,320,2021-04-24T14:00:00Z,0,False,False,18,,2,,[],2,2
322,2128608,33.0,False,False,321,2021-04-24T14:00:00Z,0,False,False,17,,8,,[],3,2
323,2128609,33.0,False,False,322,2021-04-24T14:00:00Z,0,False,False,13,,10,,[],4,2
324,2128610,33.0,False,False,323,2021-04-24T14:00:00Z,0,False,False,6,,9,,[],2,4
325,2128611,33.0,False,False,324,2021-04-24T14:00:00Z,0,False,False,14,,11,,[],2,5
326,2128612,33.0,False,False,325,2021-04-24T14:00:00Z,0,False,False,16,,12,,[],3,5
327,2128613,33.0,False,False,326,2021-04-24T14:00:00Z,0,False,False,3,,15,,[],2,4
328,2128614,33.0,False,False,327,2021-04-24T14:00:00Z,0,False,False,5,,19,,[],3,2
329,2128615,33.0,False,False,328,2021-04-24T14:00:00Z,0,False,False,4,,20,,[],3,3
330,2128616,34.0,False,False,329,2021-05-01T14:00:00Z,0,False,False,10,,3,,[],2,2
331,2128617,34.0,False,False,330,2021-05-01T14:00:00Z,0,False,False,19,,4,,[],2,3
332,2128618,34.0,False,False,331,2021-05-01T14:00:00Z,0,False,False,8,,5,,[],2,4
333,2128619,34.0,False,False,332,2021-05-01T14:00:00Z,0,False,False,12,,6,,[],4,2
334,2128620,34.0,False,False,333,2021-05-01T14:00:00Z,0,False,False,2,,7,,[],2,3
335,2128621,34.0,False,False,334,2021-05-01T14:00:00Z,0,False,False,11,,13,,[],4,4
336,2128622,34.0,False,False,335,2021-05-01T14:00:00Z,0,False,False,1,,14,,[],3,3
337,2128623,34.0,False,False,336,2021-05-01T14:00:00Z,0,False,False,9,,16,,[],3,2
338,2128624,34.0,False,False,337,2021-05-01T14:00:00Z,0,False,False,15,,17,,[],3,4
339,2128625,34.0,False,False,338,2021-05-01T14:00:00Z,0,False,False,20,,18,,[],3,2
340,2128626,35.0,False,False,339,2021-05-08T14:00:00Z,0,False,False,18,,1,,[],2,4
341,2128627,35.0,False,False,340,2021-05-08T14:00:00Z,0,False,False,13,,2,,[],4,2
342,2128628,35.0,False,False,341,2021-05-08T14:00:00Z,0,False,False,4,,8,,[],3,2
343,2128629,35.0,False,False,342,2021-05-08T14:00:00Z,0,False,False,17,,10,,[],3,2
344,2128630,35.0,False,False,343,2021-05-08T14:00:00Z,0,False,False,14,,9,,[],2,4
345,2128631,35.0,False,False,344,2021-05-08T14:00:00Z,0,False,False,16,,11,,[],3,5
346,2128632,35.0,False,False,345,2021-05-08T14:00:00Z,0,False,False,5,,12,,[],3,5
347,2128633,35.0,False,False,346,2021-05-08T14:00:00Z,0,False,False,6,,15,,[],2,4
348,2128634,35.0,False,False,347,2021-05-08T14:00:00Z,0,False,False,7,,19,,[],2,2
349,2128635,35.0,False,False,348,2021-05-08T14:00:00Z,0,False,False,3,,20,,[],2,3
350,2128636,36.0,False,False,349,2021-05-11T18:45:00Z,0,False,False,19,,3,,[],2,2
351,2128637,36.0,False,False,350,2021-05-11T18:45:00Z,0,False,False,10,,4,,[],2,3
352,2128638,36.0,False,False,351,2021-05-11T18:45:00Z,0,False,False,15,,7,,[],3,3
353,2128639,36.0,False,False,352,2021-05-11T19:00:00Z,0,False,False,9,,13,,[],3,4
354,2128640,36.0,False,False,353,2021-05-11T19:00:00Z,0,False,False,11,,18,,[],4,2
355,2128641,36.0,False,False,354,2021-05-12T18:45:00Z,0,False,False,1,,5,,[],3,4
356,2128643,36.0,False,False,356,2021-05-12T18:45:00Z,0,False,False,12,,14,,[],4,3
357,2128644,36.0,False,False,357,2021-05-12T18:45:00Z,0,False,False,8,,16,,[],2,2
358,2128645,36.0,False,False,358,2021-05-12T18:45:00Z,0,False,False,20,,17,,[],3,4
359,2128642,36.0,False,False,355,2021-05-12T19:00:00Z,0,False,False,2,,6,,[],2,2
360,2128646,37.0,False,False,359,2021-05-15T14:00:00Z,0,False,False,12,,3,,[],4,2
361,2128647,37.0,False,False,360,2021-05-15T14:00:00Z,0,False,False,11,,4,,[],4,3
362,2128648,37.0,False,False,361,2021-05-15T14:00:00Z,0,False,False,9,,5,,[],3,4
363,2128649,37.0,False,False,362,2021-05-15T14:00:00Z,0,False,False,1,,6,,[],3,2
364,2128650,37.0,False,False,363,2021-05-15T14:00:00Z,0,False,False,20,,7,,[],3,3
365,2128651,37.0,False,False,364,2021-05-15T14:00:00Z,0,False,False,8,,13,,[],2,4
366,2128652,37.0,False,False,365,2021-05-15T14:00:00Z,0,False,False,15,,14,,[],3,3
367,2128653,37.0,False,False,366,2021-05-15T14:00:00Z,0,False,False,10,,16,,[],2,2
368,2128654,37.0,False,False,367,2021-05-15T14:00:00Z,0,False,False,2,,17,,[],2,4
369,2128655,37.0,False,False,368,2021-05-15T14:00:00Z,0,False,False,19,,18,,[],2,2
370,2128656,38.0,False,False,369,2021-05-23T15:00:00Z,0,False,False,3,,1,,[],2,4
371,2128657,38.0,False,False,370,2021-05-23T15:00:00Z,0,False,False,5,,2,,[],3,2
372,2128658,38.0,False,False,371,2021-05-23T15:00:00Z,0,False,False,14,,8,,[],2,2
373,2128659,38.0,False,False,372,2021-05-23T15:00:00Z,0,False,False,18,,10,,[],2,2
374,2128660,38.0,False,False,373,2021-05-23T15:00:00Z,0,False,False,17,,9,,[],3,4
375,2128661,38.0,False,False,374,2021-05-23T15:00:00Z,0,False,False,6,,11,,[],2,5
376,2128662,38.0,False,False,375,2021-05-23T15:00:00Z,0,False,False,7,,12,,[],2,5
377,2128663,38.0,False,False,376,2021-05-23T15:00:00Z,0,False,False,4,,15,,[],3,4
378,2128664,38.0,False,False,377,2021-05-23T15:00:00Z,0,False,False,16,,19,,[],3,2
379,2128665,38.0,False,False,378,2021-05-23T15:00:00Z,0,False,False,13,,20,,[],4,3
