Rank,Team ID,Manager,Rating
349,242189,Tom Davey,96.94
350,11302,Jesper Ottoson,96.94
351,5290,Adrian I,96.93
352,85,Lee Byron,96.93
353,2698,Vinay Ashwin,96.93
354,1074185,Simen Uggerud,96.93
355,155533,Alan Holohan,96.93
356,241552,Corey Baker,96.92
357,1546929,Liam McAllister,96.92
358,38390,Paul Foulder,96.92
359,26271,Ole Nikolai Lie,96.92
360,110169,Pakorn Songsiri,96.92
361,577273,Adam Ferguson,96.92
362,296625,Chevyn Luckyram,96.92
363,144786,Aleks Goral,96.92
364,829,Rosco Logawood,96.92
365,41562,Benjamin Yak,96.92
366,4446,Anders Lium,96.91
367,146709,Stephen Gallagher,96.91
368,5730,Lee Giles,96.91
369,4475,Callum Croal,96.91
370,390127,Julian Glenesk,96.91
371,562,Christian Larisch,96.91
372,186289,Kalnis Kalnis,96.91
373,169918,Teodor Karov,96.9
374,39643,Cristopher Ribbfjärd,96.9
375,12569,Will Thomas,96.9
376,18288,Erik Sole Haugsbø,96.9
377,622520,Daniel Brakus,96.9
378,2356310,Tom Burton,96.9
379,114143,Mike Dobson,96.9
380,308844,Kevin Lamb,96.89
381,2998821,Martin Sichelkow,96.89
382,1406429,Max Bentley,96.89
383,2034,Simon Wallin,96.89
384,505,Ryan Cameron,96.89
385,362272,Phil Ampleford,96.89
386,4997,frenk van harreveld,96.89
387,1870022,ALAN DAY,96.89
388,44294,Aleksander Våge Nilsen,96.89
389,9747,Jake Coren,96.88
391,42722,Daniel Lofts,96.88
392,806,Aaron Lofthouse,96.88
393,5751,Dexter Allsworth,96.87
394,473726,Scott McIrvine,96.87
395,1177,Mark Lynch,96.87
396,165143,Roddy More,96.87
398,262787,Jinzhou Yeow,96.87
399,346074,Pål Kristiansen,96.87
400,3797,Anthony Moylette,96.87
401,124356,Ryan Skeoch,96.87
402,37056,Gursimran Singh,96.86
403,1062431,Ralph Utton,96.86
404,2347950,Nick Dowling,96.86
405,3224697,Mungo McNair,96.86
406,2443977,Peter Dalström,96.86
407,12519,Elliot Wilson,96.86
408,18375,Eka Saputra,96.85
409,2234339,Alex Stones,96.85
410,1057224,Axel Knowles,96.85
411,222774,Stian Endre Olsen,96.85
412,956385,Thomas Hewitt,96.85
413,106661,Tom Richmond,96.85
414,463,大骗子 笨笨,96.85
415,3102369,Torbjørn Lønne Lunden,96.84
416,4867,Rich Stevens,96.84
417,6980,Damjan Rupnik,96.84
418,17542,Tim Stewart,96.84
419,1008,Tom Kirkup,96.84
420,1045566,Ethan DellaMaestra,96.84
421,3152360,Darragh Gibbons,96.84
422,52438,Rune Risanger,96.83
424,39935,Eldho Mathew,96.83
425,392,Colin Innes,96.83
426,1112413,Sam Eckley,96.83
427,3523,Marc Nunes,96.83
429,16086,Vincent Lin,96.83
430,55915,Chrome Dome,96.83
431,2377165,Paul Curtis,96.83
432,1872,Adnan Hajrulahovič,96.83
433,445127,James Smith,96.83
434,235419,Mario Radić,96.83
435,15582,Tomasz Kucharski,96.83
436,609496,Alexandros Vlavianos,96.83
437,55164,Vladimir Zeljković,96.83
438,1014005,Carson Cook,96.82
439,4941235,Matic Dimic,96.82
440,621591,Luke Pasfield,96.82
441,36768,Steven Bridges,96.82
442,717432,Darren Valet,96.82
443,10879,Mat Gilbert,96.82
444,194405,Henning Stien,96.82
445,2219695,Robert Wattel,96.82
446,426150,Joe Fazackerley,96.82
447,33151,Jason Carmody,96.82
448,4002155,Thomas K,96.82
449,43584,Milos Podgorac,96.82
450,4131447,Tim Hill,96.81
451,23131,Jack Oswald,96.81
452,148429,Uzair Rizwan,96.81
453,312919,Damian Gralak,96.81
454,252298,Robel Asfaha,96.81
455,50033,Sam McKenzie,96.8
456,12379,Tom Miller,96.8
457,539586,Travis Kelley,96.8
458,546,Lennie Peoples,96.8
459,28608,Sam Currie,96.8
460,9220,Aksel Arman,96.79
461,5210,Ola Svanheld,96.79
462,9465,Hallstein Brøtan,96.79
463,27232,Ronan Tierney,96.79
464,2751855,David Corkett,96.79
465,6051,James Fenwick,96.79
466,1993385,Brendan Hallab,96.79
467,265715,Andrea D'Souza,96.79
468,2307076,Amy Riley,96.79
469,4693123,Ross Graham,96.78
470,38513,Mattias Forsblom,96.78
471,3382580,Kieran O'Brien,96.78
472,19044,James Watson,96.78
473,11488,Ger Newman,96.78
474,1131825,Conor Falvey,96.78
475,2512,Dino Shan,96.78
476,364994,Terry Shoulder,96.78
477,21748,Arild Formo,96.78
478,208,Gaz Moore,96.78
479,270241,Ridder Preben Andersen,96.77
480,23285,Dan West,96.77
481,162903,Kasper Finnila,96.77
482,1563,Simon Linford,96.77
483,485665,Eitan A B,96.77
484,353819,Alex Tomats,96.77
485,10904,John McHugh,96.77
486,59465,Gary Mayo,96.77
487,80687,Mahyar Ag,96.77
489,1009,Kaloyan Nikolov,96.77
490,112720,Paul Gee (@FPLPaulGee),96.77
491,1018612,Nimrod Singerman,96.77
492,16104,Alexander Borge,96.77
493,2960687,Ashton Shields,96.76
494,117178,Joseph Crilley,96.76
495,6830,Christian Paulsen,96.76
496,1478454,Barry Meredith,96.76
497,3474100,Matt Salter,96.76
499,198820,James Addy,96.76
500,37013,Tom Purslow,96.76
501,489461,Ben Murphy,96.76
502,23851,Adam Burton,96.76
503,36135,Austin Ellinor,96.76
504,381764,Kevin Lee,96.76
505,99102,Geraldas Butkevicius,96.75
506,21,Chris Musson,96.75
507,56766,Harrison Packer,96.75
508,24096,Radim Horák,96.75
509,2985,Tom Freeman,96.75
510,66908,Dmytro Zaichenko,96.75
511,59226,Adam Seel,96.75
512,81993,Marc El-Khoury,96.75
513,26362,Danny Wright,96.74
515,1274934,Louis Reddington,96.74
516,10110,Krystian Koper,96.74
517,275010,Sachin Patel,96.74
518,14683,Lars Johannessen,96.74
520,3000330,Dom cooke,96.73
521,2360,Rick Porter,96.73
522,262296,Kenneth Larsen,96.73
523,5215,Daniel Blythe,96.73
524,338871,Andrew Debenham,96.73
526,752822,Muhamad Iqbal Bassar,96.73
527,42199,Gary Cook,96.73
528,292,Joax K,96.72
529,2665608,Chris Hill,96.72
530,644648,Daniel Boije,96.72
531,2023339,Christian Aspelund,96.72
532,8293,Coach Mo,96.72
533,27557,Matteus Gavatin,96.72
534,107472,Callum Gill,96.72
535,271,BigMan Bakar,96.72
536,4769757,Arnulv Øye,96.71
537,60009,Suraaj Kanna,96.71
538,1113457,Arion Evetovics,96.71
539,3008,Antonio Fiameni,96.71
540,720,Adam Juanette,96.71
541,820742,Jakob Løvstad,96.71
542,274611,Andrew Blackwell,96.71
543,13476,Chad Damons (@fpl_chad),96.71
544,303066,Tom Bywater,96.71
545,1972,Kieran K,96.71
546,80089,Serge Gusev,96.71
547,603953,Simen Solstad,96.71
549,20593,Oli O'Mahony,96.7
550,193374,Christoffer Olsen,96.7
552,620423,Sergio Pinheiro,96.7
553,3203402,Eivind Almhjell,96.7
554,78,Callum Jefferies,96.7
555,17808,Kshitiz Bhaskar,96.7
556,3727098,Øyvind Sollie-Vollen,96.7
557,604396,Sam Beet,96.7
559,3492277,Sam Steel,96.7
560,2160442,Sam Piper,96.7
561,40210,Yash Maheshwari,96.7
562,207526,Bjørnar Sunde Gjerde,96.7
563,25071,Joe Kelleher,96.7
564,8419,Jeremy Twaits,96.7
566,36489,Albin Fredriksson,96.7
567,222,Ole Andre Buene Småland,96.7
568,40240,Toby Cumbers,96.7
570,487958,Kris Hede,96.69
571,924,Rajaram Maharana,96.69
572,17096,Yogeshan Pillay,96.69
573,2120168,Pavan PB,96.69
574,162648,Marko Meter Vrbanec,96.69
576,4279,Martin Felton,96.69
578,361031,Christoffer Enemærke,96.69
579,1040,Alex Scott,96.69
580,5642,Johannes Suppanen,96.69
581,21243,Erik S,96.69
582,132743,Gunnar Björn Ólafsson,96.68
583,920077,Zakk Glover,96.68
584,4340717,Tony's Tigers,96.68
585,413654,Ollie Truman,96.68
586,6153,Seamus O,96.68
588,4406292,Svein Eriksen,96.68
589,13358,Chukwudi Dozie,96.68
590,4116995,Mohammed Alragheeb,96.68
591,68546,Finley Butler,96.68
592,91207,Ivan J,96.68
593,4024854,Karol Czajkowski,96.68
594,523783,Joe Fuller,96.68
595,3582968,Jack Manning,96.68
597,57256,Wayne Hapgood,96.67
598,88594,Dan Pitt,96.67
599,1000810,Mark McGettigan,96.67
600,18934,Owen Wilson,96.67
601,188215,Paul Welsh,96.67
602,34154,Frode Molnes,96.67
603,126233,Neil Fleeson,96.67
604,103072,Stian Brunes,96.67
605,561758,Jack Murray,96.67
606,2999839,HK KIM,96.67
607,27580,Jonny Pringle,96.67
608,846657,Eirik Nordsveen,96.67
609,80510,Henrik Haukom,96.67
610,14052,Walter Randazzo,96.66
611,12759,Kristian Harrison,96.66
612,478324,Clay Van Doren,96.66
613,5275,Ahammed Shareef,96.66
614,402810,Terje Kvarme,96.66
615,39792,Connor Baxter,96.66
616,429719,Anoop K,96.66
617,2136075,Dan Shone,96.66
618,191480,Craig Priestley,96.66
619,736186,Finlay White,96.66
620,6839,Preeyakit Buranasin,96.66
621,107895,Ryan McKenna,96.66
622,15894,Nick Wainwright,96.66
623,68585,@FPL Matthew,96.66
624,16450,Adam Bergin,96.65
625,1781165,Pete Craven,96.65
626,282946,Andrius Podzeckas,96.65
627,12267,Will Unsworth,96.65
628,9278,Mikael Leinum,96.65
629,2722,Adnan Shah,96.65
630,12030,Felix Dibsdall,96.65
632,269061,Remi Njuolla,96.65
633,29479,Tarek Balbaa,96.65
634,2128813,Colin Staniland,96.65
635,78874,Alexander Sirakov,96.65
636,28104,Ahmed S,96.65
637,245496,Michael Pruschak,96.65
638,768064,Ramon Duggal,96.65
639,3010544,Bruce Stocker,96.65
640,1330277,Johannes Husa,96.64
641,123274,James Ingram,96.64
642,642236,Matt Lane,96.64
643,359,Luke Williams,96.64
644,1123,Gav Riley,96.64
645,999999,Jonny Currie,96.64
646,16283,Paul McAnulty,96.64
647,15688,pranjal gandhi,96.64
649,746576,Steven Scalia,96.64
650,92947,Emil Wendel-Hansen,96.64
652,17926,Ituah Omole,96.63
653,1093970,Leafy Greens,96.63
654,67222,Filip Jeremic,96.63
655,14853,seth naidoo,96.63
656,27332,Henry Beadle,96.63
657,758,Andrew Butcher,96.63
658,284824,timo riekko,96.63
659,8,Erki Lomp,96.63
660,438575,Alan Sham,96.62
661,5025971,Alexander Näsholm,96.62
662,78293,Christian Hunstad Flotvik,96.62
663,11528,Marek Bąbol,96.62
664,1814217,Frank Pedersen,96.62
665,627591,Craig Simpson,96.62
667,3526,Simon T,96.62
668,6144,Johnny Jay,96.62
669,40278,Stipe Antonijević,96.62
670,177162,Himamshu Srivathsa,96.62
671,2927298,Martin Motyka,96.62
672,149017,Dave Manger,96.62
673,47541,Yang Yun Cheong,96.62
674,6102,Jamie Greenland,96.62
675,24503,Magnar Nordtun,96.62
676,66205,Atte Vanhala,96.61
677,149136,Henry Dean,96.61
678,2592831,Michael Boyle,96.61
679,14642,Carl Hansson,96.61
680,406885,jon Gordon,96.61
681,73922,Oliver Ng,96.61
682,566,Vladimir Dlaka,96.61
683,312942,Tim Worboys,96.61
684,432,Khalid Ameen,96.61
685,31966,Chris Woodruff,96.6
686,30147,Ross Jarvis,96.6
687,21412,David Jack,96.6
688,2280356,Gareth Roddy,96.6
689,61989,Chris Gregory,96.6
690,4156532,adrian jones,96.6
691,38890,Jon Proudfoot,96.6
692,144880,Emil Siedlich,96.6
693,3992,Marcus Alier,96.6
694,6706,Dylan Jones,96.6
695,17076,Desmund Hui,96.6
696,728392,Seán Martin,96.6
697,474218,Robert Kristersson,96.6
698,18436,Daniel Pickard,96.59
700,4784505,Sami Laakso,96.59
701,3252283,Nick Pryce,96.59
702,188627,Christian Aasen,96.59
703,12696,Mateusz M,96.59
704,105364,Howard Waddington,96.59
705,22437,Hilde Andgard,96.59
706,7681,Grunde Axelsen,96.59
707,153415,Sander Ekanger,96.59
708,14600,Ivaylo Ivanov,96.59
709,41393,Jack Om,96.59
710,18047,Robert Hodges,96.59
711,1985244,Caolan Harvey,96.59
712,41708,Jaakko Luumi,96.59
713,52646,Rory Cartwright,96.59
714,67824,Dave Simpson,96.59
715,5085656,Philip Herland,96.58
716,1929895,Ian Palmeri,96.58
717,54191,Sindre Grøtheim,96.58
718,202752,Lee Caulfield,96.58
719,118799,Tim Griew,96.58
720,16657,Håkon Omsted,96.58
721,801608,Rasmus Holmgren,96.58
722,1607,Dimi Papamichael,96.58
723,645917,Steve Williams,96.58
724,3543,Josh Shah,96.58
725,206609,Ahmed AbdElhady,96.58
726,5070321,mike williamson,96.58
727,7583,John Tracey,96.58
728,3199,Michael Mikkesen,96.58
729,33618,Knut Dagfinn Finstad,96.58
730,17719,Ola Eikill Veflen,96.58
731,57859,Ryan Killen,96.58
732,24022,Adam Garner,96.57
733,5331,Mark Pattenden,96.57
734,1759725,Daya S,96.57
735,4818955,George Ward,96.57
736,2486,Mikael Ruud,96.57
737,1463376,Charlie Peters,96.57
738,47008,Dan DB,96.57
739,90985,Alan Griffin,96.57
740,755856,Remy Snilstveit,96.57
741,4889908,Ken Colebunders,96.57
742,125673,Lukasz Zawistowski,96.57
743,9484,Erling Reynisson,96.57
744,103589,Conor Bowles,96.57
745,49912,Declan Butler,96.57
746,8074,Kristian Flagstad Kristiansen,96.57
747,1870829,Alfin ㅤ,96.57
748,5794,Ronnie Ruff,96.57
749,4668316,Behnam Jamal Abbasi,96.57
750,20261,Alberto Mendonca,96.57
752,300617,Ville Valtanen,96.57
753,25691,Tom Edrich,96.56
754,1338715,James Smith,96.56
755,434103,Jake Jolliffe,96.56
756,381301,Adel Ezzat,96.56
757,2566591,Andrew Gower,96.56
758,18910,Leif-André Bjerkeli Jensen,96.56
759,1786502,Anton Martinsson,96.56
760,228811,Hussein S,96.56
761,23900,Nathan Miranda,96.56
762,68143,Sebastian Hasselberg,96.56
763,766045,Sreenath Jayaraj,96.56
764,24628,Tor Even Pettersen,96.56
765,8352,Marcin Kaczorowski,96.56
766,992565,Kunal Manwani,96.56
767,487801,Martin Allen,96.56
768,221749,Thomas Pausey,96.56
769,28865,Joshua Goh,96.56
770,1908829,Victor Alvira,96.56
771,31230,Andy McKeown,96.56
772,125712,Matthew Simpson,96.56
773,4503815,Adam Davey,96.55
774,2136947,Yahya Boss,96.55
775,121588,Martin Bubak,96.55
776,136668,Keston Chew,96.55
777,215702,Daniel Burley,96.55
778,221072,Michał Dąbrowski,96.55
779,70797,James Jeltema,96.55
780,14347,Svein Roald L Usken,96.55
781,31855,Karan Gupta,96.55
782,17577,Matthew Foulds,96.55
783,2688264,Matt Hicks,96.55
784,315909,Ollie Hastings,96.55
785,492615,Samuel Thacker,96.55
786,5693,Ahmed Habib,96.55
787,58051,Jesse Ajayi,96.55
788,6453,John Szurko,96.54
789,1676059,John Cullinane,96.54
790,68945,Ramsay Lahouegue,96.54
791,24364,Ahmed Nasser,96.54
792,34583,Joe Neenan,96.54
793,49782,Thomas Daines,96.54
795,64616,Matias Myllylä,96.54
796,33384,Alexander Ilias,96.54
797,2804862,James O' Mahoney,96.54
798,4239994,Simon Le Ruez,96.54
799,135447,Albert Wan,96.54
800,285921,Badr Owais,96.54
801,469804,Neil Taylor,96.54
802,139679,Mark Critchley,96.54
803,2827,Matt Windsor,96.53
804,35837,Joe Mitchell,96.53
805,68224,Jarno Jonsson,96.53
806,1094595,Henri Annala,96.53
807,408130,Carlene M,96.53
808,681313,Matt Neill,96.53
809,1153225,Henry Jones,96.53
810,5948,Daniel Gustafsson,96.53
811,818700,M L,96.53
812,41868,Matan Krakow,96.53
813,5096845,Mohammed Imran,96.53
814,2732,Ryan Nicholson,96.53
815,5813,Timothy Leichtfried,96.53
816,595,Emil Wibeck-Nilsson,96.53
817,549748,Michael Laws,96.53
818,4157877,James Stewart,96.53
819,2767,Patryk @FPLPoland,96.53
820,17618,Prj Panthi,96.53
822,135384,Eoin Commane,96.53
823,2666969,Rishi Pabary,96.52
