,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
45,gezza96,1637.0,1575.77,1530.51,1518.67,68.3,15419,5950,22668,15260,88%
46,Raghy78d,1659.0,1598.79,1604.68,1579.96,37.59,6054,1579,4,8,72.1%
47,pdhFPL,1533.0,1606.58,1603.87,1603.83,-98.79,289650,829,7,1,5.9%
48,NeilRankinZA,1474.0,1429.13,1404.41,1410.92,32.66,758659,548573,951315,626895,69.3%
49,EuanThompson,1646.0,1635.15,1614.06,1603.73,1.96,10594,99,4,1,50.3%
50,FPLrookie1,1566.0,1574.4,1539.89,1517.35,-5.08,141039,6332,12634,16653,46.7%
51,FplBudget,1597.0,1494.39,1515.19,1507.18,62.5,60630,134836,46116,28960,85.8%
52,FF_Vader,1587.0,1538.56,1550.27,1527.53,19.75,80968,31998,6306,7640,62.4%
53,alasdairtweets,1641.0,1578.15,1567.54,1548.84,48.25,13152,5403,1457,1590,79%
54,fpl_analytic,1471.0,1420.2,1490.86,1480.15,-22.97,792918,637386,119650,91672,35.1%
55,stephendeyoung,1490.0,1448.99,1461.92,1439.04,11.53,609268,384332,291320,333675,57.2%
56,James_Ingram15,1531.0,1551.6,1574.19,1561.84,-60.44,300990,18247,659,153,17.1%
57,FPL_Kid,1558.0,1516.6,1498.87,1494.41,26.8,170906,70812,91512,49098,66.7%
58,fpl_jan,1700.0,1652.74,1573.53,1544.57,83.83,764,10,835,2397,92.8%
59,FPL_Mezzala,1603.0,1611.24,1584.0,1568.48,-12.4,50549,605,62,51,41.6%
60,morstats,1568.0,1537.98,1492.43,1475.81,38.95,132244,33305,112270,108038,73.7%
61,FplOpinion,1540.0,1516.87,1540.79,1540.11,-21.68,252965,70089,11846,3648,36%
62,_NeilFPL,1579.0,1557.81,1557.47,1543.63,-2.22,100462,14056,3390,2631,48.1%
63,UnderstandingF8,1512.0,1434.8,1434.58,1414.77,55.78,431724,496692,548841,576697,82.9%
64,EejRoberts,1512.0,1551.99,1563.79,1551.91,-72.51,426962,17819,1871,780,13.6%
65,FPL_Gents,1539.0,1519.03,1536.86,1521.99,-15.69,259575,65964,15239,12153,39.6%
66,FPLHaggis,1560.0,1542.12,1524.76,1506.66,7.76,162912,27639,30894,29347,54.5%
67,Jumpthewave,1586.0,1568.28,1535.89,1514.72,19.09,83851,8603,16352,18921,62.1%
68,DarraghNoonan,1607.0,1583.34,1564.88,1552.18,12.43,44038,3894,1810,761,57.9%
69,FPL_Chase,1579.0,1549.82,1571.45,1555.12,-8.61,100462,19348,941,420,44%
70,jonwalker88,1531.0,1571.34,1593.72,1587.88,-82.3,300632,7561,32,8,10.5%
71,TomDavies_17,1601.0,1558.41,1553.23,1542.25,21.55,53566,13710,4478,3093,63.4%
72,FodWeTrust,1527.0,1526.64,1561.01,1543.84,-45.99,326553,51532,2652,2610,23.2%
73,FplPass,1614.0,1522.24,1473.77,1468.11,98.91,35006,60213,208670,137468,96%
74,prparsons,1563.0,1557.31,1544.06,1518.0,-4.52,151427,14273,9055,16002,NAN%
