index,ID,Name,Team,Pos,1_Val,1_Pts,1_xMins,1_rp,1_rmin,1_games,2_Val,2_Pts,2_xMins,2_rp,2_rmin,2_games,3_Val,3_Pts,3_xMins,3_rp,3_rmin,3_games,4_Val,4_Pts,4_xMins,4_rp,4_rmin,4_games,5_Val,5_Pts,5_xMins,5_rp,5_rmin,5_games,6_Val,6_Pts,6_xMins,6_rp,6_rmin,6_games,7_Val,7_Pts,7_xMins,7_rp,7_rmin,7_games,8_Val,8_Pts,8_xMins,8_rp,8_rmin,8_games,9_Val,9_Pts,9_xMins,9_rp,9_rmin,9_games,10_Val,10_Pts,10_xMins,10_rp,10_rmin,10_games,11_Val,11_Pts,11_xMins,11_rp,11_rmin,11_games,12_Val,12_Pts,12_xMins,12_rp,12_rmin,12_games,13_Val,13_Pts,13_xMins,13_rp,13_rmin,13_games,14_Val,14_Pts,14_xMins,14_rp,14_rmin,14_games,15_Val,15_Pts,15_xMins,15_rp,15_rmin,15_games,16_Val,16_Pts,16_xMins,16_rp,16_rmin,16_games,17_Val,17_Pts,17_xMins,17_rp,17_rmin,17_games,18_Val,18_Pts,18_xMins,18_rp,18_rmin,18_games,19_Val,19_Pts,19_xMins,19_rp,19_rmin,19_games,20_Val,20_Pts,20_xMins,20_rp,20_rmin,20_games,21_Val,21_Pts,21_xMins,21_rp,21_rmin,21_games
11,11.0,Nketiah,CRY,4.0,6.0,0.491,5.18,0.0,0.0,0.0,5.9,0.287,3.15,0.0,0.0,0.0,5.9,0.503,7.6,0.0,0.0,0.0,5.9,3.0610000000000004,53.98,2.0,90.0,1.0,5.9,2.879,58.06,2.0,65.0,1.0,5.9,3.563,77.44,2.0,72.0,1.0,5.9,3.07,76.57,1.0,90.0,1.0,5.9,3.305,73.74,2.0,65.0,1.0,5.9,3.1830000000000003,71.83,1.0,23.0,1.0,5.9,3.499,79.22,2.0,83.0,1.0,5.9,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,5.9,1.494,27.78,1.0,13.0,1.0,5.9,1.981,35.64,1.0,1.0,1.0,5.9,1.626,35.72,0.0,13.0,1.0,5.9,2.76,63.79,4.0,30.0,1.0,5.9,2.282,54.01,1.0,29.0,1.0,5.9,2.218,48.75,0.0,0.0,0.0,5.9,2.944,49.74,0.0,1.0,1.0,5.9,1.861,38.71,1.0,3.0,1.0,5.9,1.774,32.12,0.0,0.0,0.0
12,12.0,Nwaneri,ARS,3.0,4.5,0.338,5.35,0.0,0.0,0.0,4.5,0.264,4.17,0.0,0.0,0.0,4.5,0.672,14.29,0.0,0.0,0.0,4.5,0.894,20.41,1.0,4.0,1.0,4.5,0.4370000000000001,9.59,0.0,0.0,0.0,4.5,0.748,15.37,1.0,5.0,1.0,4.5,0.956,18.84,0.0,0.0,0.0,4.5,0.983,21.52,1.0,9.0,1.0,4.5,0.498,10.95,1.0,5.0,1.0,4.5,0.628,14.25,1.0,29.0,1.0,4.5,0.8270000000000001,19.2,0.0,0.0,0.0,4.5,1.2009999999999998,20.04,6.0,8.0,1.0,4.5,1.435,21.44,1.0,5.0,1.0,4.5,1.745,24.61,0.0,0.0,0.0,4.5,1.586,23.98,1.0,11.0,1.0,4.5,1.219,15.75,1.0,28.0,1.0,4.5,1.168,17.62,1.0,4.0,1.0,4.5,2.57,31.99,0.0,0.0,0.0,4.5,1.724,25.89,2.0,77.0,1.0,4.5,2.512,44.7,6.0,45.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0
13,13.0,Ødegaard,ARS,3.0,8.5,5.778,90.66,3.0,90.0,1.0,8.5,4.62,90.44,2.0,90.0,1.0,8.4,5.5539999999999985,91.57,2.0,73.0,1.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,8.2,0.163,2.85,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,8.2,2.7710000000000004,58.0,7.0,90.0,1.0,8.2,5.591,86.26,6.0,81.0,1.0,8.2,4.487,86.26,8.0,73.0,1.0,8.3,4.816,86.51,3.0,89.0,1.0,8.3,4.3610000000000015,87.59,2.0,78.0,1.0,8.3,5.522,89.06,3.0,61.0,1.0,8.3,4.337,87.92,2.0,90.0,1.0,8.4,6.892,86.81,3.0,90.0,1.0,8.4,5.4,90.84,2.0,87.0,1.0,8.4,5.215,88.84,1.0,26.0,1.0,8.3,6.103,90.16,0.0,0.0,0.0
14,14.0,Ramsdale,SOU,1.0,4.5,0.093,2.08,0.0,0.0,0.0,4.5,0.133,3.36,0.0,0.0,0.0,4.4,3.1660000000000004,92.91,2.0,90.0,1.0,4.4,3.19,92.59,3.0,90.0,1.0,4.4,3.534,92.34,3.0,90.0,1.0,4.4,3.212,94.64,2.0,90.0,1.0,4.4,3.079,92.23,2.0,90.0,1.0,4.4,3.429,94.05,1.0,90.0,1.0,4.4,3.238,92.78,4.0,90.0,1.0,4.4,3.295,93.1,9.0,90.0,1.0,4.4,3.202,93.1,0.0,90.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,1.642,49.94,10.0,90.0,1.0,4.4,3.253,93.1,2.0,90.0,1.0,4.4,3.089,93.17,3.0,90.0,1.0,4.4,3.258,93.44,1.0,90.0,1.0,4.4,3.076,93.1,0.0,0.0,0.0
15,15.0,Raya,ARS,1.0,5.5,4.065,93.28,8.0,90.0,1.0,5.5,3.539,91.4,10.0,90.0,1.0,5.5,4.043,95.0,2.0,90.0,1.0,5.5,3.595,94.29,9.0,90.0,1.0,5.5,3.234,94.05,4.0,90.0,1.0,5.6,1.22,27.08,1.0,90.0,1.0,5.6,4.365,93.14,2.0,90.0,1.0,5.7,3.867,93.68,1.0,90.0,1.0,5.7,3.543,94.67,0.0,90.0,1.0,5.6,3.619,92.9,3.0,90.0,1.0,5.6,3.4610000000000003,92.96,2.0,90.0,1.0,5.5,4.097,95.0,6.0,90.0,1.0,5.5,3.661,92.18,2.0,90.0,1.0,5.5,3.969,95.0,6.0,90.0,1.0,5.5,3.729,92.92,2.0,90.0,1.0,5.6,4.184,93.75,6.0,90.0,1.0,5.6,3.772,94.57,3.0,90.0,1.0,5.6,4.454,95.0,6.0,90.0,1.0,5.6,3.866,94.73,2.0,90.0,1.0,5.6,3.724,92.68,3.0,90.0,1.0,5.6,3.981,95.0,0.0,0.0,0.0
16,16.0,Rice,ARS,3.0,6.5,3.4,75.95,3.0,84.0,1.0,6.5,3.1860000000000004,85.62,2.0,90.0,1.0,6.4,3.811,89.88,-2.0,48.0,1.0,6.3,0.0,0.0,0.0,0.0,0.0,6.3,2.73,92.25,1.0,90.0,1.0,6.3,4.421,92.14,2.0,90.0,1.0,6.3,4.539,88.4,2.0,90.0,1.0,6.3,3.769,89.49,2.0,90.0,1.0,6.3,3.3310000000000004,88.6,5.0,90.0,1.0,6.3,3.363,89.39,2.0,90.0,1.0,6.3,2.431,69.14,2.0,70.0,1.0,6.3,2.48,60.42,0.0,0.0,0.0,6.2,2.649,70.79,2.0,90.0,1.0,6.2,3.374,84.33,7.0,90.0,1.0,6.2,3.074,83.37,2.0,90.0,1.0,6.2,3.635,83.92,3.0,61.0,1.0,6.2,2.823,74.94,11.0,32.0,1.0,6.2,3.971,78.79,3.0,86.0,1.0,6.2,3.092,79.86,1.0,12.0,1.0,6.2,3.0460000000000003,79.86,4.0,90.0,1.0,6.2,3.334,78.95,0.0,0.0,0.0
17,17.0,Saka,ARS,3.0,10.0,6.244,79.03,12.0,79.0,1.0,10.0,5.225,87.03,6.0,87.0,1.0,10.0,6.365,82.68,6.0,90.0,1.0,10.0,5.587999999999999,89.92,7.0,85.0,1.0,10.0,4.266,90.76,4.0,45.0,1.0,10.0,7.252000000000002,81.33,3.0,90.0,1.0,10.0,8.006,82.78,16.0,90.0,1.0,10.0,5.032,75.74,0.0,0.0,0.0,10.0,3.604,58.64,9.0,84.0,1.0,10.1,5.182,85.82,2.0,90.0,1.0,10.1,4.963,87.44,2.0,80.0,1.0,10.1,3.897,50.5,13.0,82.0,1.0,10.2,5.813,84.09,18.0,73.0,1.0,10.4,6.02,82.23,3.0,90.0,1.0,10.4,5.784,87.87,2.0,90.0,1.0,10.5,7.1770000000000005,85.87,3.0,90.0,1.0,10.5,5.691,85.11,1.0,23.0,1.0,10.4,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0
18,18.0,Saliba,ARS,2.0,6.0,4.099,92.04,6.0,90.0,1.0,6.0,3.104,93.85,6.0,90.0,1.0,6.0,3.896,93.52,2.0,90.0,1.0,6.0,2.9360000000000004,92.4,5.0,90.0,1.0,6.0,1.6740000000000002,90.5,1.0,90.0,1.0,6.0,4.402,92.42,0.0,90.0,1.0,6.0,4.712,93.75,2.0,90.0,1.0,6.0,3.514,92.37,-3.0,29.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.015,92.5,2.0,90.0,1.0,6.0,2.641,93.46,2.0,90.0,1.0,6.0,3.875,89.64,7.0,90.0,1.0,6.0,3.31,91.04,1.0,90.0,1.0,6.0,3.627,91.41,15.0,90.0,1.0,6.1,3.394,90.59,9.0,90.0,1.0,6.2,4.251,89.56,6.0,90.0,1.0,6.3,3.445,91.91,2.0,90.0,1.0,6.3,4.631,88.55,7.0,90.0,1.0,6.3,3.576,92.65,2.0,90.0,1.0,6.3,3.431,91.57,2.0,90.0,1.0,6.3,3.79,90.32,0.0,0.0,0.0
19,19.0,Smith Rowe,FUL,3.0,5.5,2.789,70.39,3.0,63.0,1.0,5.5,3.622,72.36,10.0,68.0,1.0,5.5,3.3480000000000003,69.95,2.0,71.0,1.0,5.5,3.389,71.71,7.0,72.0,1.0,5.6,3.335,75.79,8.0,83.0,1.0,5.6,3.438,77.39,3.0,87.0,1.0,5.6,2.401,71.39,1.0,25.0,1.0,5.6,3.404,76.75,1.0,79.0,1.0,5.6,3.483,80.45,6.0,78.0,1.0,5.6,3.494,72.41,2.0,81.0,1.0,5.6,3.309,79.67,11.0,88.0,1.0,5.6,4.018,76.45,1.0,58.0,1.0,5.8,2.93,71.55,2.0,85.0,1.0,5.7,3.542,78.5,2.0,70.0,1.0,5.6,3.006,78.68,1.0,59.0,1.0,5.5,2.733,79.76,1.0,21.0,1.0,5.5,4.669,80.53,0.0,0.0,0.0,5.4,1.5490000000000002,39.98,0.0,0.0,0.0,5.4,1.768,36.43,1.0,1.0,1.0,5.3,3.414,63.08,1.0,45.0,1.0,5.3,3.045,66.91,2.0,67.0,1.0
20,20.0,Thomas,ARS,3.0,5.0,1.904,46.12,3.0,90.0,1.0,5.0,1.882,53.85,11.0,90.0,1.0,5.0,2.111,53.99,1.0,90.0,1.0,5.0,2.475,78.57,3.0,90.0,1.0,5.0,1.743,61.59,1.0,90.0,1.0,5.0,2.407,61.66,2.0,84.0,1.0,5.0,2.712,66.27,2.0,83.0,1.0,5.0,1.933,54.36,2.0,90.0,1.0,5.0,2.04,64.2,2.0,90.0,1.0,5.0,2.237,69.29,2.0,85.0,1.0,5.0,2.26,75.57,2.0,90.0,1.0,5.0,2.57,70.67,8.0,45.0,1.0,5.0,2.066,59.49,0.0,0.0,0.0,5.0,1.695,46.67,6.0,90.0,1.0,5.0,1.712,49.53,2.0,90.0,1.0,5.0,2.371,62.97,1.0,21.0,1.0,5.0,1.771,50.91,5.0,90.0,1.0,5.0,2.141,50.84,1.0,3.0,1.0,5.0,2.05,58.86,5.0,90.0,1.0,5.0,2.749,81.78,2.0,90.0,1.0,5.0,2.167,60.98,0.0,0.0,0.0
21,21.0,Tierney,ARS,2.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.207,3.78,0.0,0.0,0.0,4.3,0.26,4.76,0.0,0.0,0.0,4.3,0.303,6.22,0.0,0.0,0.0,4.3,0.857,17.07,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.35200000000000004,5.79,0.0,0.0,0.0,4.3,0.245,5.36,0.0,0.0,0.0,4.3,0.384,8.76,0.0,0.0,0.0,4.3,0.28300000000000003,5.95,0.0,0.0,0.0
22,22.0,Tomiyasu,ARS,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,1.5019999999999998,26.67,1.0,6.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.095,2.48,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.125,2.67,0.0,0.0,0.0,4.8,0.7559999999999999,16.83,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
23,23.0,Trossard,ARS,3.0,7.0,3.844,51.12,1.0,10.0,1.0,6.9,2.905,47.74,7.0,25.0,1.0,6.9,4.677,66.55,1.0,58.0,1.0,6.9,3.455,57.0,3.0,79.0,1.0,6.9,3.028,67.58,-2.0,52.0,1.0,6.9,4.705,60.82,12.0,90.0,1.0,6.9,5.902,70.33,1.0,30.0,1.0,6.9,4.541,70.19,3.0,63.0,1.0,6.9,3.788,68.4,2.0,90.0,1.0,6.9,4.019,68.94,2.0,70.0,1.0,6.9,2.955,54.05,1.0,19.0,1.0,6.9,2.233,29.21,3.0,90.0,1.0,6.8,2.9130000000000003,45.29,12.0,84.0,1.0,6.8,3.3480000000000003,49.03,1.0,19.0,1.0,6.8,2.998,47.3,1.0,59.0,1.0,6.8,4.351,60.5,1.0,16.0,1.0,6.8,3.181,50.0,3.0,66.0,1.0,6.8,4.508,53.92,6.0,90.0,1.0,6.8,4.107,65.39,1.0,12.0,1.0,6.8,3.843,64.26,2.0,90.0,1.0,6.8,5.234,82.53,0.0,0.0,0.0
